username,transaction_type,amount,category,description,place,date
valerie.reynolds,card,174.27,Entertainment,Evening entertainment,Sports Arena,2022-03-19
valerie.reynolds,cash,77.8,Entertainment,Digital purchase,Concert Hall,2023-12-27
valerie.reynolds,cash,85.39,Transport,Scooter ride,Gas Station,2025-12-26
valerie.reynolds,cash,314.28,Bills,Streaming subscription,Hosting Provider,2023-06-18
valerie.reynolds,card,85.07,Transport,Long distance travel,Bus Station,2022-09-18
valerie.reynolds,cash,27.07,Entertainment,Weekend fun,Music Club,2024-04-07
valerie.reynolds,cash,4.88,Coffee,Cold brew,Bakery Cafe,2023-12-20
valerie.reynolds,card,232.8,Bills,Insurance payment,TV Provider,2025-07-01
valerie.reynolds,card,112.96,Food,Seafood,Burger Place,2025-06-03
valerie.reynolds,card,174.67,Bills,Adjustment charge,Streaming Service,2022-12-17
valerie.reynolds,cash,274.16,Bills,Water bill,Gas Provider,2024-09-14
valerie.reynolds,card,1186.48,Shopping,Decorations,Department Store,2022-05-05
valerie.reynolds,card,229.01,Bills,Mobile plan,Hosting Provider,2024-10-05
valerie.reynolds,card,46.96,Transport,Bus ticket,Scooter Rental,2025-09-14
valerie.reynolds,card,536.44,Shopping,Big purchase,Toy Store,2024-10-08
valerie.reynolds,card,897.7,Shopping,Seasonal shopping,Home Store,2022-04-14
valerie.reynolds,cash,9.01,Transport,Ride sharing,Public Transport,2023-09-04
valerie.reynolds,card,191.72,Bills,Insurance payment,Gas Provider,2023-06-26
valerie.reynolds,cash,11.31,Entertainment,Movie ticket,Online Platform,2020-05-10
valerie.reynolds,cash,53.83,Entertainment,Game purchase,Music Club,2023-01-23
valerie.reynolds,cash,7.21,Coffee,Quick coffee,Coffee Truck,2022-03-04
valerie.reynolds,cash,41.73,Food,Ready meals,Local Market,2025-10-16
valerie.reynolds,card,906.82,Shopping,Replacement item,Mobile Shop,2022-09-23
valerie.reynolds,card,8.79,Coffee,Latte,Hipster Cafe,2022-08-17
valerie.reynolds,card,108.21,Transport,Vehicle rental,Parking Garage,2021-05-11
valerie.reynolds,cash,54.21,Entertainment,Arcade games,Amusement Park,2024-01-07
valerie.reynolds,cash,53.54,Transport,Metro ticket,Metro,2021-02-21
valerie.reynolds,cash,3.52,Coffee,Cappuccino,Morning Cafe,2022-09-26
valerie.reynolds,cash,3.39,Coffee,Flat white,Office Cafe,2023-12-23
valerie.reynolds,card,166.5,Food,Late night food,Burger Place,2024-01-31
valerie.reynolds,cash,13.84,Transport,Emergency ride,BP,2024-12-24
valerie.reynolds,card,1146.68,Shopping,Replacement item,Retail Shop,2023-05-11
valerie.reynolds,cash,311.41,Health,Treatment,Dermatology Clinic,2023-10-11
valerie.reynolds,cash,192.88,Entertainment,Bowling,Museum,2020-10-24
valerie.reynolds,cash,100.93,Transport,Emergency ride,Car Wash,2021-02-14
valerie.reynolds,card,89.71,Transport,Vehicle rental,Gas Station,2023-04-16
valerie.reynolds,card,8.11,Coffee,Espresso,Bakery Cafe,2024-05-22
valerie.reynolds,cash,309.62,Bills,Streaming subscription,Insurance Office,2023-12-17
valerie.reynolds,cash,151.39,Health,Prescription drugs,Rehab Center,2025-03-01
valerie.reynolds,card,167.56,Bills,TV subscription,Subscription Service,2025-05-26
valerie.reynolds,cash,3.99,Coffee,Latte,Coffee Truck,2025-11-18
valerie.reynolds,cash,236.71,Entertainment,Streaming subscription,Museum,2020-03-30
valerie.reynolds,cash,75.1,Food,Seafood,Local Market,2023-04-07
valerie.reynolds,cash,87.01,Food,Weekly shopping,Street Food,2020-02-08
valerie.reynolds,card,200.78,Bills,Utility payment,Subscription Service,2024-04-03
valerie.reynolds,cash,66.83,Bills,Renewal fee,Insurance Office,2024-08-13
valerie.reynolds,card,80.19,Food,Groceries,Burger Place,2025-03-07
valerie.reynolds,card,72.76,Food,Dinner,Food Truck,2021-03-20
valerie.reynolds,card,379.32,Health,Medical equipment,Wellness Center,2020-03-03
valerie.reynolds,cash,177.23,Food,Ready meals,Canteen,2024-02-07
valerie.reynolds,cash,305.11,Shopping,Electronics,Accessory Shop,2023-09-19
valerie.reynolds,card,5.51,Coffee,Takeaway coffee,Neighborhood Cafe,2023-07-20
valerie.reynolds,cash,128.3,Food,Fresh vegetables,Street Food,2020-04-10
valerie.reynolds,cash,248.58,Entertainment,Festival ticket,Gallery,2025-11-14
valerie.reynolds,cash,86.39,Shopping,Seasonal shopping,Mobile Shop,2022-01-19
valerie.reynolds,cash,120.33,Transport,Taxi ride,Car Rental,2025-08-04
valerie.reynolds,card,15.2,Transport,Bike ride,Bolt,2023-08-24
valerie.reynolds,card,221.87,Shopping,Books,Retail Shop,2023-07-21
valerie.reynolds,card,95.15,Food,Meal prep,Local Market,2020-03-28
valerie.reynolds,cash,215.4,Health,Follow-up visit,Optician,2025-07-14
valerie.reynolds,cash,170.93,Food,Fresh vegetables,Bakery,2020-07-15
valerie.reynolds,cash,4.68,Coffee,Flat white,Specialty Coffee,2020-01-04
valerie.reynolds,card,98.65,Food,Dinner,Spar,2021-05-10
valerie.reynolds,card,272.22,Health,Routine check,Medical Center,2025-09-25
valerie.reynolds,cash,199.37,Health,Health service,Physiotherapy,2025-03-26
valerie.reynolds,card,81.25,Transport,Monthly pass,Bus Station,2021-03-31
valerie.reynolds,cash,187.88,Bills,Streaming subscription,Mobile Operator,2022-07-29
valerie.reynolds,cash,7.43,Coffee,Mocha,Coffee Lounge,2025-06-29
valerie.reynolds,card,84.14,Health,Medical exam,Optician,2020-03-23
valerie.reynolds,cash,32.34,Bills,Maintenance fee,TV Provider,2021-11-30
valerie.reynolds,cash,345.22,Shopping,Clothes,Jewelry Store,2024-07-14
valerie.reynolds,card,6.74,Coffee,Mocha,Late Night Cafe,2020-07-05
valerie.reynolds,cash,5.39,Coffee,Iced coffee,Coffee Lounge,2021-12-11
valerie.reynolds,cash,4.34,Coffee,Sweet coffee,Bakery Cafe,2021-05-20
valerie.reynolds,cash,135.26,Food,Fresh vegetables,Asian Restaurant,2020-01-27
valerie.reynolds,cash,64.18,Food,Meal prep,Fish Market,2024-10-16
valerie.reynolds,card,29.45,Health,Follow-up visit,Private Doctor,2022-05-17
valerie.reynolds,cash,95.92,Transport,Long distance travel,Shell,2021-01-10
valerie.reynolds,card,28.12,Shopping,Gifts,Department Store,2022-11-21
valerie.reynolds,card,146.26,Health,Health supplies,Wellness Center,2024-02-01
valerie.reynolds,cash,322.01,Bills,Service charge,Electric Company,2023-03-22
valerie.reynolds,cash,7.7,Transport,Transport service,Taxi,2024-07-14
valerie.reynolds,cash,114.17,Health,Follow-up visit,Optician,2021-07-21
valerie.reynolds,card,5.29,Coffee,Coffee meeting,Office Cafe,2025-10-25
valerie.reynolds,cash,34.0,Transport,Bike ride,Scooter Rental,2023-02-23
valerie.reynolds,cash,97.85,Food,Takeaway,Aldi,2024-03-06
valerie.reynolds,card,707.24,Shopping,Big purchase,Shoe Store,2022-07-17
valerie.reynolds,cash,8.52,Coffee,Cappuccino,Hipster Cafe,2022-08-09
valerie.reynolds,cash,359.26,Health,Treatment,Clinic,2024-03-22
valerie.reynolds,card,70.8,Transport,Bus ticket,Airport Transport,2021-07-07
valerie.reynolds,cash,127.54,Food,Organic food,Restaurant,2023-12-23
valerie.reynolds,card,13.78,Transport,Short trip,Gas Station,2024-08-20
valerie.reynolds,cash,5.72,Coffee,Specialty coffee,Hipster Cafe,2025-11-03
valerie.reynolds,card,550.19,Shopping,Books,Retail Shop,2024-12-09
valerie.reynolds,cash,36.84,Food,Groceries,Street Food,2025-07-29
valerie.reynolds,cash,127.89,Health,Vaccination,Hospital,2024-04-08
valerie.reynolds,card,189.13,Health,Vaccination,Clinic,2025-11-28
valerie.reynolds,cash,82.64,Food,Lunch,Restaurant,2022-01-12
valerie.reynolds,card,1177.43,Shopping,Fashion items,Clothing Store,2025-12-16
valerie.reynolds,cash,131.93,Transport,Fuel,BP,2021-01-30
valerie.reynolds,cash,169.18,Health,Vaccination,Pharmacy,2024-03-03
valerie.reynolds,card,8.12,Coffee,Coffee meeting,Coffee Corner,2022-02-09
valerie.reynolds,card,211.53,Bills,Internet bill,Cloud Service,2024-03-28
valerie.reynolds,cash,7.0,Coffee,Quick coffee,Cafe Bar,2023-12-05
valerie.reynolds,cash,13.35,Entertainment,Club entry,Escape Room,2021-08-21
valerie.reynolds,cash,60.54,Food,Frozen food,Spar,2024-01-07
valerie.reynolds,card,377.21,Shopping,Gifts,Bookstore,2020-11-28
valerie.reynolds,cash,4.97,Coffee,Coffee to go,Neighborhood Cafe,2023-07-16
valerie.reynolds,card,218.91,Entertainment,Evening entertainment,Sports Arena,2023-01-08
valerie.reynolds,cash,216.59,Bills,Maintenance fee,Energy Provider,2020-11-25
valerie.reynolds,card,174.35,Health,Doctor visit,Wellness Center,2022-03-09
valerie.reynolds,cash,138.1,Food,Meat purchase,Canteen,2022-09-01
valerie.reynolds,cash,41.96,Bills,Gas bill,Subscription Service,2022-09-28
valerie.reynolds,card,4.5,Coffee,Morning coffee,Espresso Bar,2022-03-02
valerie.reynolds,card,528.11,Shopping,Clothes,Department Store,2020-07-29
valerie.reynolds,cash,189.79,Entertainment,Concert ticket,Concert Hall,2025-02-02
valerie.reynolds,cash,193.07,Entertainment,Museum entry,Amusement Park,2022-01-29
valerie.reynolds,card,1006.86,Shopping,Replacement item,Furniture Store,2023-10-30
valerie.reynolds,cash,29.96,Transport,Long distance travel,Highway Toll,2021-07-14
valerie.reynolds,card,90.64,Food,Ready meals,Spar,2022-07-17
valerie.reynolds,cash,167.08,Health,Medical equipment,Emergency Room,2025-12-04
valerie.reynolds,cash,559.13,Shopping,Big purchase,Department Store,2024-10-02
valerie.reynolds,card,52.3,Transport,Bike ride,Bus Station,2022-12-11
valerie.reynolds,cash,16.72,Food,Home cooking,Burger Place,2023-03-11
valerie.reynolds,cash,4.59,Coffee,Strong coffee,Morning Cafe,2025-11-16
valerie.reynolds,card,6.97,Coffee,Iced coffee,University Cafe,2025-04-18
valerie.reynolds,card,84.92,Food,Meat purchase,Fish Market,2021-04-30
valerie.reynolds,cash,7.65,Coffee,Iced coffee,Downtown Cafe,2023-03-04
valerie.reynolds,card,6.25,Coffee,Black coffee,Morning Cafe,2022-04-03
valerie.reynolds,card,360.59,Health,Dental check,Pharmacy,2021-03-09
valerie.reynolds,card,96.12,Health,Follow-up visit,Wellness Center,2021-06-09
valerie.reynolds,card,3.89,Coffee,Black coffee,Downtown Cafe,2021-05-31
valerie.reynolds,card,6.65,Coffee,Black coffee,Train Station Cafe,2023-03-02
valerie.reynolds,card,336.16,Health,Prescription drugs,Health Shop,2024-09-16
valerie.reynolds,cash,110.53,Transport,Ride sharing,Airport Transport,2021-07-09
valerie.reynolds,card,192.04,Bills,Insurance payment,Streaming Service,2020-10-17
valerie.reynolds,cash,1139.91,Shopping,Furniture,Discount Store,2020-05-25
valerie.reynolds,cash,110.94,Entertainment,Theater play,Subscription Service,2023-10-15
valerie.reynolds,cash,14.62,Entertainment,Entertainment fee,Subscription Service,2024-09-28
valerie.reynolds,card,158.73,Health,Follow-up visit,Emergency Room,2022-11-08
valerie.reynolds,cash,66.39,Transport,Airport transfer,Metro,2021-11-26
valerie.reynolds,card,3.96,Coffee,Mocha,Bakery Cafe,2021-08-06
valerie.reynolds,cash,183.54,Health,Health service,Physiotherapy,2023-06-14
valerie.reynolds,card,286.36,Health,Health supplies,Dermatology Clinic,2021-06-21
valerie.reynolds,cash,89.32,Food,Fresh vegetables,Fish Market,2025-05-20
valerie.reynolds,card,105.8,Food,Seafood,Burger Place,2024-07-12
valerie.reynolds,cash,110.64,Entertainment,Sports event,Theater,2024-07-24
valerie.reynolds,card,431.56,Shopping,New phone,Retail Shop,2020-04-11
valerie.reynolds,cash,13.36,Food,Family meal,Asian Restaurant,2021-12-10
valerie.reynolds,card,98.69,Bills,Contract payment,Bank Service,2023-11-08
valerie.reynolds,card,111.12,Health,Health supplies,Hospital,2020-03-09
valerie.reynolds,cash,183.54,Bills,Monthly bill,Water Utility,2023-03-27
valerie.reynolds,cash,232.19,Entertainment,Bowling,Festival,2020-08-28
valerie.reynolds,card,258.1,Bills,Late fee,Cloud Service,2025-06-17
valerie.reynolds,card,131.27,Shopping,Toys,Home Store,2020-02-18
valerie.reynolds,card,113.91,Transport,Emergency ride,OMV,2022-11-08
valerie.reynolds,cash,43.29,Transport,Short trip,Taxi,2024-08-09
valerie.reynolds,cash,116.93,Transport,Vehicle rental,Airport Transport,2025-04-10
valerie.reynolds,card,48.13,Entertainment,Club entry,Gaming Store,2020-03-01
valerie.reynolds,card,142.33,Health,Medical exam,Private Doctor,2024-01-11
valerie.reynolds,card,304.87,Health,Dental check,Private Doctor,2020-10-04
valerie.reynolds,cash,256.07,Shopping,Seasonal shopping,Clothing Store,2020-12-19
valerie.reynolds,card,67.96,Health,Vaccination,Physiotherapy,2024-08-12
valerie.reynolds,card,63.9,Transport,Short trip,Taxi,2025-08-02
valerie.reynolds,cash,466.25,Shopping,Books,Bookstore,2025-06-29
valerie.reynolds,cash,7.2,Coffee,Sweet coffee,Cafe Bar,2024-09-09
valerie.reynolds,cash,167.57,Entertainment,Festival ticket,Bowling Alley,2025-05-01
valerie.reynolds,card,769.16,Shopping,Accessories,Retail Shop,2023-02-21
valerie.reynolds,cash,4.97,Coffee,Coffee meeting,Coffee Corner,2024-11-07
valerie.reynolds,cash,47.01,Food,Frozen food,Bakery,2023-06-09
valerie.reynolds,cash,134.16,Entertainment,Entertainment fee,Gaming Store,2022-07-13
valerie.reynolds,card,118.98,Health,Routine check,Hospital,2022-10-29
valerie.reynolds,card,5.29,Coffee,Coffee with milk,Train Station Cafe,2021-10-26
valerie.reynolds,card,51.1,Transport,Fuel,OMV,2025-09-05
valerie.reynolds,cash,5.12,Transport,Fuel,Parking Garage,2021-10-20
valerie.reynolds,card,311.19,Health,Treatment,Orthopedic Clinic,2022-02-13
valerie.reynolds,cash,83.03,Entertainment,Digital purchase,Gaming Store,2024-04-30
valerie.reynolds,card,140.85,Health,Medical equipment,Laboratory,2022-07-17
valerie.reynolds,card,736.96,Shopping,Big purchase,Furniture Store,2025-02-19
valerie.reynolds,card,109.9,Food,Ready meals,Spar,2022-06-13
valerie.reynolds,card,144.23,Entertainment,Sports event,Gallery,2024-02-14
valerie.reynolds,card,109.33,Health,Medical care,Emergency Room,2025-05-03
valerie.reynolds,card,37.46,Bills,Electricity bill,Internet Provider,2024-08-25
valerie.reynolds,cash,99.85,Transport,Scooter ride,Gas Station,2021-05-18
valerie.reynolds,card,588.77,Shopping,Big purchase,Tech Store,2024-08-02
valerie.reynolds,card,82.51,Entertainment,Online content,Online Platform,2021-01-07
valerie.reynolds,cash,127.03,Entertainment,Streaming subscription,Online Platform,2023-05-06
valerie.reynolds,card,267.16,Health,Health consultation,Eye Clinic,2023-04-06
valerie.reynolds,cash,163.42,Food,Dinner,Food Truck,2023-10-12
valerie.reynolds,card,133.14,Bills,Internet bill,Telecom Provider,2021-03-18
valerie.reynolds,card,152.32,Food,Fresh vegetables,Butcher Shop,2024-11-27
valerie.reynolds,cash,171.2,Food,Dinner,Burger Place,2025-01-16
valerie.reynolds,card,8.87,Coffee,Espresso,Office Cafe,2025-07-20
valerie.reynolds,cash,217.9,Health,Medical exam,Specialist Clinic,2024-12-05
valerie.reynolds,card,62.98,Transport,Highway toll,Train Station,2025-08-25
valerie.reynolds,card,163.83,Health,Health service,Private Doctor,2025-02-04
valerie.reynolds,cash,8.69,Coffee,Coffee meeting,Espresso Bar,2020-03-31
valerie.reynolds,cash,6.33,Coffee,Coffee with milk,Specialty Coffee,2023-05-27
valerie.reynolds,card,4.92,Coffee,Sweet coffee,Morning Cafe,2022-04-16
valerie.reynolds,card,129.38,Shopping,New phone,Discount Store,2020-09-09
valerie.reynolds,cash,324.9,Shopping,Replacement item,Bookstore,2025-07-24
valerie.reynolds,cash,242.3,Entertainment,Evening entertainment,Sports Arena,2022-06-28
valerie.reynolds,card,155.86,Health,Therapy session,Mental Health Clinic,2021-12-15
valerie.reynolds,card,358.52,Health,Doctor visit,Mental Health Clinic,2023-10-13
valerie.reynolds,cash,94.53,Transport,Fuel,Taxi,2021-10-14
valerie.reynolds,card,105.23,Transport,Fuel,Gas Station,2022-09-22
valerie.reynolds,card,717.71,Shopping,Furniture,Tech Store,2025-10-03
valerie.reynolds,card,109.34,Transport,Car wash,Metro,2023-08-22
valerie.reynolds,cash,5.2,Coffee,Coffee with milk,Mall Cafe,2023-01-08
valerie.reynolds,card,5.12,Coffee,Americano,Hipster Cafe,2025-07-12
valerie.reynolds,cash,6.27,Coffee,Strong coffee,Work Cafe,2023-04-09
valerie.reynolds,card,340.32,Bills,Gas bill,Cloud Service,2023-07-23
valerie.reynolds,cash,380.05,Health,Treatment,Clinic,2023-01-18
valerie.reynolds,card,5.46,Coffee,Sweet coffee,Office Cafe,2024-07-23
valerie.reynolds,cash,772.67,Shopping,Office supplies,Clothing Store,2023-12-17
valerie.reynolds,cash,128.6,Bills,Adjustment charge,Streaming Service,2023-09-10
valerie.reynolds,card,321.88,Shopping,Impulse buy,Fashion Boutique,2025-09-18
valerie.reynolds,cash,8.42,Food,Weekly shopping,Italian Restaurant,2020-02-05
valerie.reynolds,card,98.75,Transport,Single ride,Train Station,2022-04-27
valerie.reynolds,card,5.54,Coffee,Black coffee,Bookstore Cafe,2023-04-28
valerie.reynolds,card,139.67,Food,Quick bite,Asian Restaurant,2022-11-24
valerie.reynolds,card,99.28,Health,Specialist visit,Orthopedic Clinic,2020-09-13
valerie.reynolds,cash,174.45,Bills,Electricity bill,TV Provider,2022-11-14
valerie.reynolds,cash,2.46,Coffee,Espresso,Espresso Bar,2023-05-11
valerie.reynolds,card,246.01,Entertainment,Night out,Escape Room,2022-10-26
valerie.reynolds,cash,41.95,Food,Dinner,Kaufland,2021-02-18
valerie.reynolds,cash,57.84,Food,Seafood,Food Truck,2020-10-02
valerie.reynolds,card,287.29,Shopping,Clothes,Fashion Boutique,2020-07-26
valerie.reynolds,card,135.11,Entertainment,Museum entry,Streaming Platform,2020-05-30
valerie.reynolds,cash,60.97,Food,Fresh vegetables,Fast Food,2022-10-16
valerie.reynolds,card,120.36,Food,Ready meals,Restaurant,2021-10-14
valerie.reynolds,cash,4.37,Coffee,Black coffee,Train Station Cafe,2020-12-30
valerie.reynolds,cash,48.76,Entertainment,Museum entry,Festival,2024-04-05
valerie.reynolds,cash,13.9,Entertainment,Theater play,Leisure Center,2022-09-08
valerie.reynolds,card,20.43,Food,Quick bite,Fish Market,2021-08-01
valerie.reynolds,cash,379.74,Health,Health service,Dental Clinic,2022-11-23
valerie.reynolds,card,22.15,Transport,Parking fee,Train Station,2023-07-07
valerie.reynolds,cash,245.51,Shopping,Furniture,Home Store,2023-09-13
valerie.reynolds,cash,110.89,Bills,Renewal fee,Bank Service,2021-11-12
valerie.reynolds,card,127.18,Health,Emergency visit,Wellness Center,2025-10-21
valerie.reynolds,card,143.46,Bills,Streaming subscription,Water Utility,2021-11-11
valerie.reynolds,card,349.81,Shopping,Decorations,Toy Store,2022-11-18
valerie.reynolds,card,142.09,Entertainment,Theater play,Streaming Platform,2021-10-16
valerie.reynolds,cash,138.03,Food,Seafood,Organic Store,2023-12-29
valerie.reynolds,card,5.55,Coffee,Iced coffee,Espresso Bar,2023-04-19
valerie.reynolds,card,329.11,Bills,Late fee,Mobile Operator,2022-03-26
valerie.reynolds,card,6.24,Coffee,Strong coffee,Train Station Cafe,2023-01-08
valerie.reynolds,card,3.35,Coffee,Afternoon coffee,Specialty Coffee,2023-04-14
valerie.reynolds,cash,59.75,Transport,Train ticket,Bike Rental,2022-12-23
valerie.reynolds,card,104.69,Transport,Monthly pass,BP,2020-09-23
valerie.reynolds,cash,7.8,Coffee,Afternoon coffee,Morning Cafe,2025-09-06
